Date,Close/Last,Volume,Open,High,Low
12/13/2022,$91.41,21150560,$93.45,$94.98,$90.30
12/12/2022,$89.41,15190210,$90.09,$90.889,$87.75
12/09/2022,$91.34,15452120,$93.27,$93.75,$91.225
12/08/2022,$94.17,29241460,$91.97,$94.335,$91.08
12/07/2022,$88.33,19507400,$87.06,$89.2595,$86.62
12/06/2022,$91.45,26675730,$91.88,$92.57,$89.20
12/05/2022,$90.52,30929820,$92.90,$92.90,$89.63
12/02/2022,$90.06,35042630,$86.05,$91.85,$86.05
12/01/2022,$85.94,20243020,$84.35,$87.60,$84.26
11/30/2022,$87.56,60169610,$82.74,$89.625,$82.25
11/29/2022,$79.86,24178080,$80.24,$80.89,$79.45
11/28/2022,$75.88,19119390,$74.74,$77.417,$74.68
11/25/2022,$75.50,13036880,$75.50,$76.05,$74.92
11/23/2022,$78.50,19032680,$78.19,$78.845,$76.85
11/22/2022,$75.99,20694110,$75.44,$76.80,$74.58
11/21/2022,$76.93,19005150,$78.69,$79.06,$76.47
11/18/2022,$80.48,29528330,$82.15,$82.52,$79.86
11/17/2022,$84.26,62050580,$76.00,$85.68,$75.76
11/16/2022,$78.16,26637350,$80.32,$80.45,$77.41
11/15/2022,$79.30,53150490,$78.93,$80.37,$77.81
11/14/2022,$71.33,30310710,$73.16,$74.00,$71.32
11/11/2022,$70.77,38723360,$72.32,$72.70,$69.31
11/10/2022,$69.77,28757180,$68.03,$69.99,$68.00
11/09/2022,$64.84,22099340,$66.43,$66.78,$64.80
11/08/2022,$68.13,23870180,$67.62,$68.92,$66.27
11/07/2022,$69.71,26087640,$71.30,$71.88,$68.6722
11/04/2022,$69.81,50595580,$71.17,$71.64,$67.45
11/03/2022,$65.21,23360520,$63.42,$66.88,$63.40
11/02/2022,$64.70,28298090,$66.48,$67.67,$64.33
11/01/2022,$65.86,27257000,$68.01,$68.4512,$65.64
10/31/2022,$63.58,20645270,$63.49,$64.8499,$63.22
10/28/2022,$63.74,28638000,$63.20,$64.15,$61.82
10/27/2022,$65.84,25812650,$65.44,$67.8799,$65.42
10/26/2022,$68.51,53063310,$63.36,$69.80,$62.92
10/25/2022,$63.22,69302370,$65.08,$66.1788,$61.26
10/24/2022,$63.15,101023200,$63.39,$64.10,$58.01
10/21/2022,$72.18,19526820,$71.20,$72.79,$69.4652
10/20/2022,$72.02,19173390,$71.60,$74.94,$71.55
10/19/2022,$71.27,23094470,$73.28,$74.33,$70.52
10/18/2022,$76.34,14970560,$78.01,$78.64,$75.06
10/17/2022,$76.77,14487400,$75.15,$77.87,$75.11
10/14/2022,$73.02,13697590,$76.05,$76.14,$72.78
10/13/2022,$75.01,17563440,$72.24,$75.78,$71.40
10/12/2022,$75.73,13247870,$74.90,$76.678,$74.03
10/11/2022,$75.37,18387950,$77.38,$77.84,$74.14
10/10/2022,$79.24,14070870,$79.77,$79.79,$77.70
10/07/2022,$81.24,11632450,$82.35,$83.71,$80.755
10/06/2022,$84.32,11583630,$84.07,$85.25,$83.52
10/05/2022,$84.39,13193990,$84.10,$86.29,$83.25
10/04/2022,$84.11,18251990,$83.00,$85.0326,$82.34
10/03/2022,$80.45,13249570,$79.76,$80.925,$78.05
09/30/2022,$79.99,17116870,$78.74,$81.78,$78.65
09/29/2022,$79.06,17913630,$78.05,$79.19,$76.74
09/28/2022,$80.99,20725410,$76.485,$81.48,$76.28
09/27/2022,$77.87,16975110,$79.43,$80.41,$77.10
09/26/2022,$78.91,17880570,$79.94,$80.9855,$78.78
09/23/2022,$78.80,20492120,$79.26,$79.77,$77.60
09/22/2022,$80.71,19141220,$82.63,$83.28,$80.17
09/21/2022,$81.60,23847350,$85.12,$85.16,$81.50
09/20/2022,$85.80,19129020,$87.95,$88.73,$85.01
09/19/2022,$87.66,12822130,$85.10,$87.765,$85.00
09/16/2022,$86.43,18751510,$87.70,$88.25,$85.42
09/15/2022,$88.83,12188850,$88.63,$91.095,$88.20
09/14/2022,$88.92,10843630,$89.46,$89.78,$88.17
09/13/2022,$89.47,21149820,$90.76,$92.18,$89.23
09/12/2022,$94.69,15604000,$92.42,$94.84,$91.81
09/09/2022,$92.14,10759200,$91.05,$92.90,$90.72
09/08/2022,$89.52,13291750,$88.56,$90.1799,$88.28
09/07/2022,$90.60,12753290,$88.52,$90.86,$87.7564
09/06/2022,$88.45,15573460,$89.32,$89.47,$87.80
09/02/2022,$91.80,12378940,$91.77,$93.668,$90.77
09/01/2022,$93.71,11929080,$92.75,$94.52,$91.67
08/31/2022,$95.41,16169040,$96.66,$98.62,$94.92
08/30/2022,$93.84,17865790,$95.86,$96.97,$92.62
08/29/2022,$96.60,18323470,$98.96,$100.91,$96.48
08/26/2022,$98.00,45773440,$104.84,$104.85,$97.61
08/25/2022,$99.89,39170610,$96.06,$101.03,$94.95
08/24/2022,$92.52,22808330,$87.90,$94.1482,$87.55
08/23/2022,$89.83,17345880,$89.17,$90.18,$86.71
08/22/2022,$90.03,15545030,$89.57,$90.88,$89.30
08/19/2022,$89.63,12364340,$90.41,$91.65,$89.18
08/18/2022,$90.74,13418560,$90.05,$91.93,$88.52
08/17/2022,$89.77,14491460,$91.87,$92.39,$89.76
08/16/2022,$92.65,12003160,$92.69,$93.5699,$91.40
08/15/2022,$94.20,14425110,$93.20,$94.63,$92.38
08/12/2022,$94.77,17846430,$91.51,$94.80,$91.43
08/11/2022,$94.87,17521230,$94.49,$97.71,$93.63
08/10/2022,$92.43,17855370,$91.17,$92.95,$88.56
08/09/2022,$91.19,16744910,$91.19,$93.1199,$90.60
08/08/2022,$90.84,16194090,$91.47,$92.75,$90.34
08/05/2022,$92.56,27206130,$93.07,$94.17,$90.7301
08/04/2022,$97.43,42517830,$101.07,$103.00,$95.06
08/03/2022,$95.72,23921690,$92.00,$96.30,$90.92
08/02/2022,$92.62,34430520,$88.20,$94.87,$88.20
08/01/2022,$90.34,36050930,$89.19,$90.54,$88.00
07/29/2022,$89.37,59201760,$94.22,$94.22,$89.11
07/28/2022,$100.55,33875400,$101.92,$102.68,$95.62
07/27/2022,$102.78,19366620,$102.20,$102.97,$99.80
07/26/2022,$101.44,28004260,$104.31,$105.25,$100.81
07/25/2022,$101.06,16604300,$100.50,$101.27,$98.74
07/22/2022,$100.61,18819830,$104.31,$104.70,$99.68
07/21/2022,$105.13,17865510,$104.06,$106.61,$103.68
07/20/2022,$103.96,21897870,$106.24,$107.16,$102.85
07/19/2022,$104.75,19842520,$103.97,$104.82,$101.53
07/18/2022,$103.14,20503350,$105.88,$106.96,$102.95
07/15/2022,$102.44,33572300,$103.49,$103.64,$97.84
07/14/2022,$103.76,35314900,$107.80,$108.54,$100.71
07/13/2022,$109.10,16861430,$106.84,$110.64,$106.75
07/12/2022,$109.21,22318510,$110.86,$111.00,$107.06
07/11/2022,$109.57,31296870,$115.46,$115.58,$109.33
07/08/2022,$120.90,27221430,$122.26,$125.84,$120.70
07/07/2022,$122.39,24202040,$120.63,$125.00,$120.63
07/06/2022,$119.12,20222720,$118.93,$120.00,$115.51
07/05/2022,$120.13,21017800,$114.51,$120.53,$112.14
07/01/2022,$116.00,16679400,$113.63,$116.625,$112.92
06/30/2022,$113.68,13836210,$113.77,$114.60,$111.38
06/29/2022,$116.03,13793930,$115.81,$117.09,$113.71
06/28/2022,$116.76,18678980,$118.98,$120.93,$116.51
06/27/2022,$118.73,21724330,$119.97,$121.38,$117.88
06/24/2022,$117.62,27029850,$115.30,$118.09,$114.30
06/23/2022,$112.11,33228160,$109.96,$113.0898,$108.0811
06/22/2022,$105.15,24264480,$104.23,$107.10,$103.08
06/21/2022,$106.39,33974970,$105.96,$107.062,$103.87
06/17/2022,$102.24,73019300,$112.54,$112.75,$101.3263
06/16/2022,$101.45,22357760,$102.79,$104.91,$100.51
06/15/2022,$108.03,24026060,$106.81,$108.63,$104.3819
06/14/2022,$105.23,28567490,$101.99,$106.075,$100.83
06/13/2022,$98.52,36396680,$103.61,$104.53,$97.58
06/10/2022,$109.84,49897030,$113.66,$114.82,$108.24
06/09/2022,$109.90,72637210,$115.00,$118.2196,$109.44
06/08/2022,$119.62,92336980,$108.26,$121.055,$107.81
06/07/2022,$104.32,35958730,$99.99,$104.4599,$99.42
06/06/2022,$99.01,37287190,$99.64,$102.42,$97.915
06/03/2022,$93.21,15855930,$95.15,$96.00,$93.0227
06/02/2022,$97.50,23228130,$93.67,$97.63,$93.40
06/01/2022,$93.38,23730920,$95.90,$96.9299,$91.88
05/31/2022,$96.05,33790020,$98.33,$99.32,$95.45
05/27/2022,$93.41,26715970,$92.21,$94.50,$90.37
05/26/2022,$94.48,50825030,$87.30,$95.09,$86.73
05/25/2022,$82.31,23093700,$83.72,$84.07,$81.07
05/24/2022,$82.47,15214410,$84.99,$85.12,$81.54
05/23/2022,$87.23,13998250,$87.06,$87.415,$84.76
05/20/2022,$86.79,21020830,$88.70,$90.17,$84.73
05/19/2022,$87.69,20776430,$86.18,$90.09,$85.74
05/18/2022,$87.31,18991270,$90.00,$91.64,$87.00
05/17/2022,$91.99,27330330,$92.75,$94.48,$89.54
05/16/2022,$86.48,19644810,$87.70,$89.08,$86.34
05/13/2022,$87.99,20078380,$82.12,$88.36,$82.00
05/12/2022,$81.09,23833080,$80.68,$83.12,$78.01
05/11/2022,$81.73,24962410,$85.51,$87.52,$81.47
05/10/2022,$84.57,23400880,$88.64,$88.64,$83.51
05/09/2022,$84.84,23338570,$86.955,$88.60,$84.43
05/06/2022,$90.05,18568580,$93.36,$93.86,$88.71
05/05/2022,$94.64,18673100,$97.94,$98.47,$94.0501
05/04/2022,$101.41,17740620,$97.72,$101.57,$96.61
05/03/2022,$100.38,15216110,$100.13,$102.69,$99.43
05/02/2022,$101.21,25479550,$96.41,$101.32,$95.15
04/29/2022,$97.09,44933350,$101.53,$103.52,$96.66
04/28/2022,$90.91,17707500,$88.62,$90.98,$86.94
04/27/2022,$88.32,29351560,$85.32,$89.41,$84.78
04/26/2022,$83.99,21194570,$85.87,$86.24,$83.28
04/25/2022,$85.84,24673980,$82.70,$86.17,$81.80
04/22/2022,$86.49,25130270,$86.50,$90.6801,$86.3106
04/21/2022,$85.99,25639030,$89.55,$90.01,$85.40
04/20/2022,$89.41,20949710,$93.48,$93.70,$89.27
04/19/2022,$93.50,23869960,$92.29,$93.95,$90.95
04/18/2022,$94.71,19159170,$93.77,$95.2799,$91.82
04/14/2022,$95.49,20931240,$97.29,$99.2707,$95.305
04/13/2022,$100.03,18330410,$99.24,$101.35,$98.21
04/12/2022,$99.75,23953620,$101.18,$102.33,$99.39
04/11/2022,$101.55,23504130,$101.09,$103.92,$99.16
04/08/2022,$103.53,20814870,$104.48,$106.47,$103.3285
04/07/2022,$104.27,26814260,$106.68,$107.53,$102.61
04/06/2022,$107.68,23739790,$109.24,$109.47,$106.12
04/05/2022,$111.00,35226040,$115.00,$115.00,$110.23
04/04/2022,$117.50,39118590,$115.70,$118.22,$113.375
04/01/2022,$110.20,55873020,$117.62,$118.95,$109.75
03/31/2022,$108.80,31240220,$115.03,$115.09,$108.71
03/30/2022,$116.58,28381710,$115.54,$120.1022,$115.54
03/29/2022,$116.71,28060920,$118.36,$119.60,$115.74
03/28/2022,$115.09,30168020,$113.86,$116.23,$111.92
03/25/2022,$112.99,42396480,$110.53,$113.86,$109.40
03/24/2022,$115.15,55850180,$112.86,$116.50,$110.82
03/23/2022,$117.24,81605670,$115.70,$124.1112,$112.68
03/22/2022,$114.99,88193400,$114.01,$118.24,$112.37
03/21/2022,$103.59,58882860,$102.81,$105.68,$98.70
03/18/2022,$108.30,83781780,$100.50,$111.74,$99.60
03/17/2022,$100.37,80663210,$99.14,$101.89,$95.77
03/16/2022,$104.98,159834300,$92.00,$105.74,$87.12
03/15/2022,$76.76,86209270,$75.10,$80.14,$73.28
03/14/2022,$77.76,69992640,$80.70,$82.45,$77.08
03/11/2022,$86.71,39341800,$93.26,$93.95,$86.68
03/10/2022,$92.92,37671160,$95.19,$95.70,$90.82
03/09/2022,$100.93,20853630,$100.26,$100.97,$98.32
03/08/2022,$97.50,23275460,$99.32,$100.91,$95.57
03/07/2022,$98.66,20679440,$99.56,$103.36,$98.60
03/04/2022,$100.60,24591660,$100.29,$104.39,$99.33
03/03/2022,$102.05,21725870,$106.03,$106.6299,$101.07
03/02/2022,$105.42,20791840,$107.39,$107.39,$103.24
03/01/2022,$107.09,21218500,$105.85,$111.25,$105.85
02/28/2022,$105.19,23063510,$105.97,$107.49,$103.64
02/25/2022,$107.94,21428380,$107.89,$108.55,$104.00
02/24/2022,$108.93,35294740,$100.074,$108.95,$100.02
02/23/2022,$109.72,24489230,$115.10,$115.40,$109.60
02/22/2022,$112.93,21755080,$114.00,$114.85,$112.06
02/18/2022,$118.99,21201450,$120.88,$120.88,$117.20
02/17/2022,$124.43,15905990,$125.00,$129.40,$124.0563
02/16/2022,$125.56,17993290,$125.61,$127.58,$124.51
02/15/2022,$126.24,14634690,$123.77,$126.805,$123.3776
02/14/2022,$121.92,13154930,$120.56,$122.384,$119.37
02/11/2022,$122.25,13889860,$125.335,$126.72,$121.94
02/10/2022,$123.98,16116610,$124.11,$128.34,$123.40
02/09/2022,$126.50,18253570,$123.09,$126.80,$121.94
02/08/2022,$121.90,22340510,$118.16,$122.24,$116.80
02/07/2022,$114.82,28589200,$116.10,$116.55,$113.60
02/04/2022,$122.22,13538230,$121.27,$123.94,$119.66
02/03/2022,$123.47,16651450,$121.55,$125.27,$120.73
02/02/2022,$122.88,14050110,$127.63,$127.63,$121.17
02/01/2022,$127.22,15036090,$124.81,$128.00,$122.97
01/31/2022,$125.79,20346450,$118.17,$125.87,$117.50
01/28/2022,$115.23,18892420,$113.25,$115.32,$110.06
01/27/2022,$111.79,21472710,$113.11,$114.54,$110.27
01/26/2022,$113.37,27513220,$120.93,$120.93,$112.9624
01/25/2022,$119.14,22224080,$119.91,$122.4599,$118.04
01/24/2022,$120.37,28552360,$119.32,$120.78,$115.32
01/21/2022,$123.23,26341430,$128.23,$128.96,$122.5207
01/20/2022,$131.03,28966440,$135.77,$136.75,$130.68
01/19/2022,$127.74,14665150,$128.10,$130.86,$127.13
01/18/2022,$128.60,26141710,$126.27,$132.13,$124.82
01/14/2022,$131.57,18614920,$132.81,$134.36,$129.35
01/13/2022,$131.37,19887680,$135.20,$135.92,$131.30
01/12/2022,$137.41,25961080,$136.02,$138.70,$135.585
01/11/2022,$132.19,23616430,$129.21,$134.23,$127.47
01/10/2022,$128.30,23372230,$131.99,$132.60,$126.23
01/07/2022,$129.81,38113000,$130.24,$133.88,$128.18
01/06/2022,$126.63,32045780,$124.26,$128.3999,$123.465
01/05/2022,$121.16,36651070,$118.00,$126.62,$117.7001
01/04/2022,$119.56,20824000,$119.53,$120.87,$115.77
01/03/2022,$120.38,16789350,$119.38,$121.95,$115.82
12/31/2021,$118.79,24287050,$121.23,$122.91,$118.59
12/30/2021,$122.99,45437130,$112.63,$124.30,$112.30
12/29/2021,$112.09,21100460,$113.80,$114.20,$110.38
12/28/2021,$114.80,17052100,$116.26,$116.42,$114.47
12/27/2021,$116.59,17864370,$117.80,$121.80,$116.1021
12/23/2021,$118.66,17563250,$116.80,$119.59,$115.39
12/22/2021,$117.81,24502010,$117.09,$118.66,$115.15
12/21/2021,$122.98,18036280,$116.85,$122.98,$116.60
12/20/2021,$115.00,23970490,$118.50,$118.83,$113.695
12/17/2021,$122.10,19781130,$119.49,$122.87,$117.81
12/16/2021,$120.25,22533390,$122.32,$125.69,$118.90
12/15/2021,$122.47,24893460,$122.63,$123.59,$117.77
12/14/2021,$126.58,17691500,$120.93,$127.65,$120.30
12/13/2021,$122.24,15820490,$123.00,$123.25,$119.75
12/10/2021,$125.06,15008280,$123.22,$125.21,$122.7797
12/09/2021,$123.91,23499300,$124.63,$127.76,$123.2117
12/08/2021,$125.08,22275030,$123.21,$126.97,$121.32
12/07/2021,$125.54,38542810,$129.30,$129.4499,$123.4601
12/06/2021,$123.60,43111400,$113.64,$123.82,$113.43
12/03/2021,$111.96,70266470,$118.00,$118.19,$108.70
12/02/2021,$122.00,34478640,$123.02,$125.00,$119.3401
12/01/2021,$122.49,29340500,$128.37,$129.155,$121.90
11/30/2021,$127.53,32625450,$129.901,$131.32,$126.13
11/29/2021,$131.61,18648850,$134.25,$134.55,$130.55
11/26/2021,$133.35,14814900,$132.93,$133.9804,$131.22
11/24/2021,$136.52,20010440,$133.10,$136.76,$131.22
11/23/2021,$133.66,24102860,$136.032,$136.8499,$133.31
11/22/2021,$136.62,26390390,$139.90,$140.70,$135.21
11/19/2021,$140.34,28575740,$143.04,$145.06,$140.00
11/18/2021,$143.60,61571450,$146.91,$148.50,$141.89
11/17/2021,$161.58,18829530,$168.02,$168.30,$161.135
11/16/2021,$168.43,11887510,$168.60,$169.94,$166.67
11/15/2021,$166.54,9655711,$167.22,$168.46,$165.67
11/12/2021,$166.81,13741780,$165.174,$167.80,$163.40
11/11/2021,$167.85,16747450,$166.56,$169.63,$166.56
11/10/2021,$163.97,17216800,$163.68,$166.48,$161.82
11/09/2021,$160.19,14010130,$162.16,$164.48,$159.54
11/08/2021,$162.16,16223100,$161.765,$162.16,$159.48
11/05/2021,$158.73,22098220,$164.795,$164.795,$158.30
11/04/2021,$164.79,16669250,$169.28,$169.94,$164.50
11/03/2021,$166.24,13569680,$165.36,$166.65,$163.11
11/02/2021,$162.90,19072890,$167.10,$167.10,$162.76
11/01/2021,$170.17,17609490,$165.84,$171.895,$165.80
10/29/2021,$164.94,17155370,$167.07,$168.56,$162.72
10/28/2021,$169.79,12440140,$168.49,$170.35,$166.77
10/27/2021,$169.23,11801790,$167.53,$172.45,$167.34
10/26/2021,$169.99,17576990,$174.48,$174.90,$167.48
10/25/2021,$176.17,13119710,$177.86,$178.28,$173.83
10/22/2021,$177.70,20807340,$179.08,$182.09,$175.81
10/21/2021,$177.42,16444000,$177.00,$179.78,$176.71
10/20/2021,$177.18,33714430,$180.95,$182.09,$176.1301
10/19/2021,$177.00,33538850,$170.60,$177.44,$170.45
10/18/2021,$166.82,18945870,$166.58,$169.25,$166.58
10/15/2021,$168.00,20762750,$166.99,$169.80,$165.435
10/14/2021,$166.78,17403730,$168.26,$168.99,$164.46
10/13/2021,$167.40,18595000,$164.38,$168.265,$163.60
10/12/2021,$163.00,24512650,$163.825,$165.73,$162.24
10/11/2021,$163.95,42193580,$169.61,$169.80,$163.95
10/08/2021,$161.52,33499200,$159.86,$162.78,$157.91
10/07/2021,$156.00,46035860,$151.05,$158.29,$150.75
10/06/2021,$144.10,14875900,$140.56,$144.892,$139.96
10/05/2021,$143.14,14032090,$139.38,$143.83,$139.19
10/04/2021,$139.63,25218520,$141.70,$141.90,$138.43
10/01/2021,$144.20,20210950,$147.09,$148.45,$143.34
09/30/2021,$148.05,14291490,$147.03,$149.58,$146.8644
09/29/2021,$147.58,17361310,$150.46,$152.10,$147.48
09/28/2021,$152.39,26299630,$152.16,$153.73,$148.86
09/27/2021,$150.18,24287440,$144.92,$150.99,$144.44
09/24/2021,$145.08,32067360,$147.71,$148.00,$144.57
09/23/2021,$151.19,24707480,$152.58,$152.68,$149.61
09/22/2021,$151.89,19832040,$151.47,$154.00,$151.02
09/21/2021,$150.18,19494710,$151.58,$152.58,$149.571
09/20/2021,$151.49,36177470,$154.40,$155.14,$149.09
09/17/2021,$160.05,25543290,$158.48,$160.38,$158.09
09/16/2021,$156.26,24358940,$154.92,$157.6388,$153.67
09/15/2021,$157.86,31796630,$157.95,$158.03,$153.92
09/14/2021,$160.15,20925920,$162.86,$163.069,$159.48
09/13/2021,$165.41,15458610,$164.49,$166.8623,$163.02
09/10/2021,$168.10,15064270,$171.20,$171.64,$167.61
09/09/2021,$167.32,17295800,$167.30,$169.04,$165.58
09/08/2021,$170.71,18993030,$174.25,$174.37,$169.26
09/07/2021,$175.16,24608470,$174.15,$176.84,$173.37
09/03/2021,$170.30,16440500,$169.525,$172.06,$168.88
09/02/2021,$172.00,29374890,$178.01,$178.18,$171.67
09/01/2021,$173.28,29550200,$169.56,$174.79,$169.33
08/31/2021,$166.99,24629110,$167.70,$169.00,$166.14
08/30/2021,$162.29,23769390,$160.17,$163.29,$158.23
08/27/2021,$159.47,31718050,$159.99,$161.7699,$158.55
08/26/2021,$165.24,18816500,$167.46,$168.45,$164.82
08/25/2021,$169.10,26055350,$168.70,$169.61,$166.08
08/24/2021,$171.70,62786400,$169.04,$174.1515,$168.1575
08/23/2021,$161.06,88699150,$159.28,$161.47,$152.80
08/20/2021,$157.96,75948870,$164.12,$166.93,$155.50
08/19/2021,$160.55,66662950,$166.70,$167.2644,$159.51
08/18/2021,$172.35,34339830,$174.10,$175.36,$172.11
08/17/2021,$173.73,40557980,$175.92,$177.89,$173.15
08/16/2021,$182.71,21044110,$185.00,$186.26,$181.51
08/13/2021,$188.62,15376980,$188.61,$189.26,$186.71
08/12/2021,$191.66,12885440,$191.17,$192.98,$189.685
08/11/2021,$194.86,8985075,$196.60,$196.92,$194.73
08/10/2021,$195.73,9983680,$197.27,$198.45,$195.0727
08/09/2021,$195.25,14657160,$194.58,$195.50,$192.82
08/06/2021,$196.39,11967720,$199.25,$199.32,$195.68
08/05/2021,$199.28,9881409,$199.27,$200.29,$197.64
08/04/2021,$200.71,22327280,$197.49,$203.275,$196.91
08/03/2021,$197.38,20115920,$195.01,$197.44,$192.00
08/02/2021,$200.09,17889190,$196.27,$202.07,$196.25
07/30/2021,$195.19,17250600,$190.58,$196.045,$190.49
07/29/2021,$197.54,23363230,$201.045,$201.14,$194.91
07/28/2021,$196.01,34535180,$190.23,$198.00,$189.76
07/27/2021,$186.07,59265660,$183.59,$186.90,$179.6701
07/26/2021,$191.76,55736770,$198.37,$198.575,$190.88
07/23/2021,$206.53,25539860,$206.29,$206.89,$203.56
07/22/2021,$214.04,10563110,$212.64,$216.39,$212.60
07/21/2021,$211.08,7650329,$209.15,$211.85,$208.42
07/20/2021,$210.59,9986819,$209.00,$211.50,$207.4668
07/19/2021,$208.91,15865820,$206.10,$209.08,$203.24
07/16/2021,$212.10,11150240,$214.85,$215.20,$211.46
07/15/2021,$214.76,14283580,$215.11,$216.60,$213.1606
07/14/2021,$211.50,19484210,$215.50,$216.35,$211.03
07/13/2021,$209.51,17375880,$209.23,$212.81,$208.19
07/12/2021,$205.48,11259480,$203.90,$206.455,$203.02
07/09/2021,$205.94,16911270,$202.05,$207.268,$201.50
07/08/2021,$199.85,33992500,$201.71,$202.28,$198.26
07/07/2021,$208.00,18340420,$211.61,$212.05,$207.82
07/06/2021,$211.60,23719920,$215.32,$215.40,$209.3733
07/02/2021,$217.75,12998040,$219.16,$219.50,$216.46
07/01/2021,$221.87,13327740,$228.07,$228.85,$221.55
06/30/2021,$226.78,9348629,$226.99,$227.98,$225.68
06/29/2021,$229.44,10273760,$226.70,$229.64,$225.602
06/28/2021,$228.59,13564910,$229.50,$230.89,$226.72
06/25/2021,$228.50,27383930,$221.71,$230.25,$221.10
06/24/2021,$218.38,13488240,$216.99,$219.58,$215.56
06/23/2021,$214.86,13785780,$214.19,$216.33,$213.13
06/22/2021,$211.32,11092090,$210.42,$211.66,$209.86
06/21/2021,$211.06,9273843,$210.55,$211.78,$208.99
06/18/2021,$212.30,13724630,$212.01,$213.84,$210.59
06/17/2021,$211.60,11233730,$209.90,$212.49,$209.77
06/16/2021,$209.32,10917790,$209.75,$211.62,$208.2256
06/15/2021,$210.06,12166960,$214.17,$214.49,$209.64
06/14/2021,$213.94,10773080,$212.25,$215.165,$212.2435
06/11/2021,$211.64,12276590,$213.45,$213.46,$211.00
06/10/2021,$213.07,10735900,$213.50,$214.80,$212.21
06/09/2021,$213.32,10233550,$215.21,$216.57,$213.31
06/08/2021,$215.82,9443049,$217.29,$218.23,$214.74
06/07/2021,$216.90,9928599,$218.00,$218.40,$215.69
06/04/2021,$219.02,8999092,$218.28,$219.08,$217.14
06/03/2021,$217.04,12448120,$218.00,$218.70,$216.305
06/02/2021,$219.59,13126420,$219.43,$219.94,$217.46
06/01/2021,$219.48,23052850,$223.02,$223.13,$218.24
05/28/2021,$213.96,10401470,$212.76,$214.53,$212.06
05/27/2021,$212.74,18680200,$214.17,$215.46,$212.53
05/26/2021,$211.78,9405776,$212.30,$213.75,$211.54
05/25/2021,$211.13,14116060,$212.83,$214.05,$211.01
05/24/2021,$210.44,15884250,$210.03,$212.01,$208.70
05/21/2021,$211.06,22825520,$215.23,$215.89,$209.87
05/20/2021,$216.99,19123430,$212.995,$217.63,$212.63
05/19/2021,$212.54,17030420,$211.10,$212.91,$210.12
05/18/2021,$213.72,19519450,$212.50,$215.17,$211.42
05/17/2021,$211.05,20513720,$210.615,$213.15,$209.44
05/14/2021,$209.51,31626840,$209.924,$210.94,$206.02
05/13/2021,$206.08,51693880,$213.15,$215.50,$204.39
05/12/2021,$219.90,20366880,$224.74,$225.29,$219.00
05/11/2021,$221.38,13887680,$213.71,$221.39,$213.00
05/10/2021,$219.53,17266710,$222.87,$222.87,$218.56
05/07/2021,$225.31,10550050,$227.90,$228.79,$225.05
05/06/2021,$226.42,12247670,$227.11,$228.44,$222.88
05/05/2021,$226.78,7243206,$228.00,$229.30,$226.73
05/04/2021,$227.90,13260490,$230.25,$231.48,$225.45
05/03/2021,$230.71,13620870,$231.27,$236.1699,$230.4052
04/30/2021,$230.95,9326397,$231.77,$233.85,$230.51
04/29/2021,$234.18,9552775,$237.79,$238.05,$232.60
04/28/2021,$236.72,9187713,$237.57,$239.22,$236.33
04/27/2021,$235.92,11646350,$233.44,$236.93,$232.08
04/26/2021,$232.70,7792876,$231.50,$233.49,$230.82
04/23/2021,$232.08,8972039,$230.65,$233.00,$230.51
04/22/2021,$229.35,11986210,$228.765,$234.00,$227.8201
04/21/2021,$229.44,14315890,$229.33,$229.49,$226.0701
04/20/2021,$229.88,12093950,$232.87,$234.63,$228.4301
04/19/2021,$234.78,11216020,$237.44,$238.42,$232.81
04/16/2021,$238.69,14418800,$241.89,$241.89,$237.82
04/15/2021,$239.09,11288940,$240.00,$240.95,$238.1268
04/14/2021,$239.23,12405170,$244.37,$245.09,$238.65
04/13/2021,$241.89,20793040,$243.66,$245.69,$239.69
04/12/2021,$244.01,57500270,$237.89,$244.91,$236.65
04/09/2021,$223.31,19763030,$224.85,$225.07,$221.32
04/08/2021,$228.24,12211330,$228.50,$229.42,$226.62
04/07/2021,$225.42,18034850,$226.11,$228.19,$224.80
04/06/2021,$230.57,18100360,$226.03,$232.00,$225.74
04/05/2021,$225.30,14962140,$226.53,$226.57,$222.52
04/01/2021,$224.36,23497460,$230.68,$231.25,$223.50
03/31/2021,$226.73,16825400,$229.89,$231.52,$226.47
03/30/2021,$229.25,14828660,$229.27,$230.45,$226.64
03/29/2021,$231.86,18029110,$225.49,$232.38,$225.10
03/26/2021,$227.26,22030750,$222.00,$229.239,$220.42
03/25/2021,$222.72,24819820,$225.00,$229.24,$222.50
03/24/2021,$229.59,15949850,$236.83,$237.30,$229.24
03/23/2021,$237.67,12295570,$237.30,$241.12,$235.50
03/22/2021,$237.12,12063170,$235.855,$238.53,$235.00
03/19/2021,$239.79,15959660,$239.66,$241.60,$236.8838
03/18/2021,$236.43,14836080,$238.56,$239.50,$235.56
03/17/2021,$233.34,16949510,$226.50,$235.63,$225.81
03/16/2021,$226.93,19336590,$228.07,$229.85,$225.53
03/15/2021,$230.28,14520330,$228.41,$230.45,$226.26
03/12/2021,$231.87,17778450,$233.695,$235.45,$229.7058
03/11/2021,$240.80,15162530,$237.20,$241.72,$235.00
03/10/2021,$234.30,10491180,$241.00,$241.325,$233.64
03/09/2021,$238.14,15291260,$233.38,$238.74,$233.075
03/08/2021,$226.69,17138380,$229.02,$230.81,$226.53
